Region,Grade,Sample Name,Absorbance,Concentration,Dry matter content,Caffiene Content
Sabaragamuwa Region,BOPF,SAB_BOPF_36605,0.397,19.93,93.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_16580,0.371,20.45,98.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_13927,0.275,18.73,93.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_08627,0.327,17.49,96.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_03918,0.25,20.53,91.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_35017,0.275,23.5,92.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_23530,0.324,18.55,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_18514,0.422,20.5,92.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_33867,0.334,21.25,96.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_10220,0.342,23.66,93.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_22686,0.362,18.99,95.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_23449,0.242,20.0,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_16690,0.317,17.56,92.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_36042,0.336,17.09,94.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_09599,0.349,16.93,95.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_20047,0.351,18.61,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_34354,0.344,20.93,93.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_33654,0.321,23.33,93.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_24171,0.342,20.03,91.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_27096,0.3,16.51,94.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_27062,0.372,18.7,96.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_04886,0.297,16.21,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_39490,0.333,12.79,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_18795,0.323,16.47,93.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_04048,0.302,18.16,96.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_26188,0.372,16.36,95.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_25561,0.28,18.08,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_00117,0.384,19.89,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_32906,0.376,19.39,93.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_25072,0.38,17.25,95.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_21976,0.337,16.03,94.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_32313,0.367,21.54,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_03919,0.384,19.86,92.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_35852,0.349,20.89,96.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_24737,0.373,18.89,94.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_22946,0.3,22.38,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_19319,0.356,21.88,96.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_01792,0.376,15.51,92.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_37689,0.246,16.65,93.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_34229,0.368,18.62,94.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_24201,0.331,16.78,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_23753,0.322,20.65,94.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_11741,0.293,16.02,94.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_09087,0.342,17.19,92.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_05414,0.328,21.75,94.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_23045,0.335,19.78,95.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_38532,0.3,19.91,95.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_30536,0.331,22.45,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_06235,0.344,18.2,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_23514,0.301,18.21,95.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_09606,0.354,20.89,93.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_07314,0.399,20.37,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_15137,0.323,17.53,94.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_39181,0.353,21.1,91.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_09966,0.315,17.37,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_22000,0.335,23.54,95.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_34535,0.319,18.99,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_14253,0.29,20.61,91.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_34260,0.299,17.03,91.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_11964,0.321,15.7,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_24255,0.351,16.72,95.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_21313,0.344,19.05,91.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_25326,0.313,21.18,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_04999,0.374,17.18,92.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_32854,0.336,15.75,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_08516,0.361,17.05,93.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_15000,0.363,16.37,97.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_20934,0.363,19.67,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_10073,0.329,15.09,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_24258,0.39,18.14,93.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_13469,0.384,18.94,94.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_09147,0.333,22.8,95.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_16313,0.313,17.55,95.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_24721,0.364,20.87,91.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_12209,0.324,19.12,92.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_39499,0.409,20.71,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_12728,0.309,20.03,94.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_18696,0.302,20.48,93.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_27350,0.32,18.89,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_01781,0.237,18.22,97.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_39825,0.322,18.5,95.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_29443,0.35,19.29,92.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_01654,0.37,19.68,95.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_10707,0.432,23.63,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_26888,0.25,19.91,94.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_10004,0.34,16.46,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_14860,0.398,16.24,94.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_25293,0.307,18.85,94.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_22248,0.337,19.43,93.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_03909,0.329,18.26,94.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_09088,0.311,17.17,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_11963,0.265,19.57,92.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_19730,0.397,16.62,95.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_01393,0.305,19.44,95.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_32030,0.356,19.59,90.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_33941,0.352,17.85,95.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_12456,0.349,19.64,96.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_34629,0.334,16.27,91.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_15623,0.33,19.14,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_16041,0.324,20.11,95.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_12257,0.333,17.67,92.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_11697,0.286,15.96,91.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_13703,0.406,21.5,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_15500,0.428,14.04,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_36251,0.346,16.67,95.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_03672,0.414,20.2,94.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_25343,0.321,19.25,95.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_11137,0.239,21.42,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_02661,0.323,15.02,92.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_33434,0.349,22.16,95.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_13826,0.313,19.56,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_31780,0.321,20.48,93.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_06738,0.283,18.44,96.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_39151,0.365,21.59,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_34346,0.316,18.28,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_09482,0.339,20.16,91.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_02146,0.301,17.33,92.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_24231,0.27,18.45,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_25170,0.31,19.96,92.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_28849,0.337,20.86,93.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_30927,0.323,17.08,95.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_15172,0.205,22.74,95.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_31784,0.419,17.63,94.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_13095,0.395,20.8,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_11146,0.292,13.61,92.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_34200,0.356,15.32,94.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_10272,0.329,19.0,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_36180,0.339,19.32,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_05290,0.316,19.72,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_19494,0.269,19.56,94.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_37773,0.304,17.3,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_04684,0.306,16.5,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_27406,0.351,18.16,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_06744,0.216,20.08,96.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_14873,0.247,18.84,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_03690,0.342,18.81,93.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_21338,0.355,21.0,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_26444,0.305,19.06,93.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_35432,0.303,17.97,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_39984,0.354,20.3,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_29111,0.358,21.39,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_31166,0.358,21.03,93.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_06622,0.32,18.89,91.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_14524,0.311,19.48,95.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_28420,0.329,21.26,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_32066,0.343,17.15,91.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_38139,0.345,16.21,95.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_07473,0.343,16.07,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_06763,0.368,19.81,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_03657,0.314,18.48,93.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_21556,0.355,18.99,91.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_02551,0.309,17.57,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_01428,0.307,18.72,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_29048,0.332,19.8,91.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_36115,0.368,16.73,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_29486,0.341,19.44,95.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_16586,0.33,15.03,94.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_07834,0.333,21.04,89.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_34129,0.368,19.43,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_01726,0.37,17.39,93.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_19584,0.335,15.95,94.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_34584,0.367,18.86,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_33830,0.33,18.19,92.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_13855,0.273,20.28,95.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_15021,0.348,20.31,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_17899,0.245,15.58,94.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_38181,0.376,18.35,94.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_38976,0.37,20.76,92.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_16429,0.265,20.48,92.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_35196,0.345,13.8,92.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_27756,0.355,20.59,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_30477,0.302,21.67,94.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_27099,0.326,17.69,94.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_37238,0.3,17.05,97.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_02685,0.342,21.51,94.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_22295,0.314,21.52,92.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_18691,0.343,16.48,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_00522,0.39,21.48,95.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_16019,0.253,16.89,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_34209,0.296,20.16,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_04305,0.311,16.86,95.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_31734,0.314,19.95,92.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_17242,0.309,21.22,91.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_30958,0.296,17.64,92.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_11967,0.359,22.62,92.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_34542,0.3,18.45,94.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_04473,0.336,22.03,92.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_02919,0.355,19.21,94.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_03967,0.356,16.55,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_03127,0.303,16.63,94.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_31960,0.325,18.0,92.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_16441,0.378,18.84,92.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_33393,0.313,23.47,93.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_31275,0.232,20.3,95.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_38369,0.32,19.95,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_17821,0.318,17.12,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_34775,0.288,21.49,92.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_26453,0.359,17.93,95.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_31834,0.333,18.39,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_29493,0.334,18.5,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_36316,0.322,15.86,92.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_14621,0.36,21.04,94.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_37284,0.347,14.74,95.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_33630,0.392,17.87,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_20621,0.338,16.1,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_08174,0.34,19.98,90.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_05371,0.337,17.46,92.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_07931,0.281,18.94,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_23301,0.309,20.18,96.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_22229,0.341,20.74,95.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_02673,0.373,17.18,94.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_36282,0.394,18.43,94.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_02557,0.317,20.18,95.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_36193,0.324,22.94,95.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_12346,0.326,20.52,93.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_36546,0.359,19.69,92.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_04976,0.311,15.36,93.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_19029,0.28,16.99,95.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_01671,0.302,21.04,96.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_23650,0.272,19.07,95.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_30574,0.321,23.31,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_19751,0.353,22.22,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_38687,0.297,19.8,97.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_17996,0.387,18.33,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_10633,0.351,17.82,91.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_12535,0.314,18.68,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_01206,0.327,15.5,93.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_08415,0.317,18.38,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_01765,0.362,17.32,95.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_10584,0.31,19.68,91.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_33188,0.347,15.78,92.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_09406,0.338,14.44,92.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_22887,0.414,17.44,92.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_24242,0.304,16.22,94.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_20532,0.337,14.77,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_00225,0.366,19.97,94.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_28336,0.369,23.47,92.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_39741,0.348,21.66,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_22168,0.274,16.27,92.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_23478,0.395,19.46,93.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_37740,0.365,15.38,96.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_27305,0.349,18.66,93.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_06822,0.256,19.15,95.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_05711,0.321,22.13,92.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_30147,0.326,18.43,94.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_18316,0.371,19.38,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_12398,0.355,16.36,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_21742,0.321,24.63,92.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_28218,0.286,16.24,92.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_27737,0.309,19.06,91.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_18400,0.295,18.74,92.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_36505,0.33,20.81,95.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_18367,0.33,17.56,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_31946,0.299,17.65,92.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_18664,0.314,19.86,95.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_01523,0.341,18.71,94.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_32582,0.302,18.63,93.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_31973,0.393,17.7,95.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_35933,0.367,18.66,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_05835,0.296,18.62,95.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_27111,0.377,18.52,94.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_06225,0.37,21.19,92.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_26707,0.294,16.81,95.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_03556,0.331,20.53,92.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_11860,0.336,20.82,91.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_31765,0.36,18.84,92.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_25623,0.327,19.93,95.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_13218,0.34,14.44,92.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_33833,0.263,17.51,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_13430,0.321,18.74,94.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_15382,0.266,20.41,93.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_01658,0.345,17.95,95.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_08032,0.288,17.54,95.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_02489,0.297,18.11,92.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_08819,0.326,17.17,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_23476,0.299,20.23,94.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_25738,0.362,16.93,95.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_29700,0.395,19.62,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_35317,0.303,19.27,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_06067,0.342,19.74,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_16640,0.379,16.34,94.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_29600,0.388,18.15,93.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_27528,0.251,21.51,90.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_15531,0.35,19.5,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_34141,0.319,20.62,91.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_06440,0.326,17.08,90.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_02460,0.279,19.08,91.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_03407,0.334,17.21,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_07305,0.35,21.77,90.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_18940,0.318,18.63,94.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_19451,0.355,18.56,92.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_21522,0.388,19.11,92.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_32773,0.33,18.9,91.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_19232,0.274,20.02,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_37717,0.342,17.55,95.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_39306,0.248,21.94,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_06862,0.311,17.57,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_20009,0.286,21.15,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_01422,0.371,18.12,95.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_35071,0.288,20.41,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_22279,0.386,16.46,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_26469,0.335,18.12,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_22028,0.239,16.46,92.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_30224,0.303,18.75,91.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_27493,0.284,19.07,94.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_29141,0.35,20.11,92.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_11227,0.294,16.64,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_39962,0.347,16.66,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_30141,0.415,19.09,93.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_23776,0.317,19.06,95.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_11711,0.314,19.67,92.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_11039,0.347,19.25,92.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_22718,0.319,16.6,92.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_20275,0.35,18.34,92.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_39883,0.3,22.26,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_39861,0.31,20.62,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_35467,0.306,23.58,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_20203,0.282,16.8,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_38174,0.318,21.02,95.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_25819,0.354,19.03,94.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_17247,0.378,15.0,93.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_37611,0.369,17.3,92.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_00877,0.339,21.53,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_18210,0.328,19.04,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_02414,0.387,20.22,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_06202,0.269,13.87,94.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_08216,0.309,22.09,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_38155,0.252,17.51,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_29248,0.367,20.0,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_16682,0.268,17.65,94.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_08017,0.378,16.99,93.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_19874,0.303,17.47,93.09,
